Region, County Name, District Name, District Number, Charter Status, Eligible For Free Meals Count, Eligible For Free Meals Percent, Eligible For Reduced-Price Meals Count, Eligible For Reduced-Price Meals Percent, Other Economically Disadvantaged Count, Other Economically Disadvantaged Percent, Not Economically Disadvantaged Count, Not Economically Disadvantaged Percent, Total Count
13, TRAVIS COUNTY, AUSTIN DISCOVERY SCHOOL,227821, OPEN ENROLLMENT CHARTER,-999,-999,-999,-999,0,0,254,97.32,261
11, TARRANT COUNTY, TREETOPS SCHOOL INTERNATIONAL,220801, OPEN ENROLLMENT CHARTER,-999,-999,20,5.59,0,0,321,89.66,358
20, BEXAR COUNTY, ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY, 015836, OPEN ENROLLMENT CHARTER,-999,-999,-999,-999,0,0,424,84.8,500
13, HAYS COUNTY, KATHERINE ANNE PORTER SCHOOL,105801, OPEN ENROLLMENT CHARTER,-999,-999,-999,-999,0,0,81,65.85,123
13, HAYS COUNTY, TEXAS PREPARATORY SCHOOL,105802, OPEN ENROLLMENT CHARTER,-999,-999,-999,-999,0,0,61,62.24,98
11, SOMERVELL COUNTY, BRAZOS RIVER CHARTER SCHOOL,213801, OPEN ENROLLMENT CHARTER,-999,-999,-999,-999,0,0,37,56.06,66
20, BEXAR COUNTY, HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN, 015833, OPEN ENROLLMENT CHARTER,-999,-999,-999,-999,0,0,41,54.67,75
10, DALLAS COUNTY, ST ANTHONY SCHOOL, 057836, OPEN ENROLLMENT CHARTER,-999,-999,10,3.03,229,69.39,73,22.12,330
11, TARRANT COUNTY, ACADEMY OF VISUAL AND PERFORMING ARTS,220821, OPEN ENROLLMENT CHARTER,-999,-999,-999,-999,0,0,-999,-999,105
06, BRAZOS COUNTY, ARROW ACADEMY, 021805, OPEN ENROLLMENT CHARTER,-999,-999,-999,-999,-999,-999,-999,-999,594
20, BEXAR COUNTY, BEXAR COUNTY ACADEMY, 015809, OPEN ENROLLMENT CHARTER,-999,-999,-999,-999,0,0,-999,-999,198
20, REAL COUNTY, BIG SPRINGS CHARTER SCHOOL,193801, OPEN ENROLLMENT CHARTER,-999,-999,-999,-999,0,0,-999,-999,185
06, BRAZOS COUNTY, BRAZOS SCHOOL FOR INQUIRY & CREATIVITY, 021803, OPEN ENROLLMENT CHARTER,-999,-999,-999,-999,0,0,-999,-999,292
02, NUECES COUNTY, DR M L GARZA-GONZALEZ CHARTER SCHOOL,178801, OPEN ENROLLMENT CHARTER,-999,-999,-999,-999,0,0,-999,-999,162
04, HARRIS COUNTY, DRAW ACADEMY,101856, OPEN ENROLLMENT CHARTER,-999,-999,0,0,0,0,-999,-999,677
04, HARRIS COUNTY, ELEVATE COLLEGIATE CHARTER SCHOOL,101877, OPEN ENROLLMENT CHARTER,-999,-999,-999,-999,112,64.37,-999,-999,174
11, ERATH COUNTY, ERATH EXCELS ACADEMY INC, 072802, OPEN ENROLLMENT CHARTER,-999,-999,-999,-999,76,67.26,-999,-999,113
20, BEXAR COUNTY, ESSENCE PREPARATORY CHARTER SCHOOL, 015844, OPEN ENROLLMENT CHARTER,-999,-999,-999,-999,0,0,-999,-999,180
04, HARRIS COUNTY, EXCEL ACADEMY,101811, OPEN ENROLLMENT CHARTER,-999,-999,0,0,0,0,-999,-999,234
10, ELLIS COUNTY, FAITH FAMILY ACADEMY, 070801, OPEN ENROLLMENT CHARTER,-999,-999,-999,-999,0,0,-999,-999,2882
10, DALLAS COUNTY, INSPIRED VISION ACADEMY, 057830, OPEN ENROLLMENT CHARTER,-999,-999,-999,-999,0,0,-999,-999,1255
11, HOOD COUNTY, LAKE GRANBURY ACADEMY CHARTER SCHOOL,111801, OPEN ENROLLMENT CHARTER,-999,-999,0,0,0,0,-999,-999,41
20, BEXAR COUNTY, PROMESA ACADEMY CHARTER SCHOOL, 015839, OPEN ENROLLMENT CHARTER,-999,-999,-999,-999,0,0,-999,-999,421
20, BEXAR COUNTY, SAN ANTONIO PREPARATORY SCHOOLS, 015840, OPEN ENROLLMENT CHARTER,-999,-999,-999,-999,0,0,-999,-999,139
05, JEFFERSON COUNTY, TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL,123803, OPEN ENROLLMENT CHARTER,-999,-999,-999,-999,0,0,-999,-999,429
04, HARRIS COUNTY, THE PRO-VISION ACADEMY,101868, OPEN ENROLLMENT CHARTER,-999,-999,0,0,-999,-999,-999,-999,395
04, HARRIS COUNTY, YELLOWSTONE COLLEGE PREPARATORY,101873, OPEN ENROLLMENT CHARTER,-999,-999,-999,-999,0,0,-999,-999,272
10, COLLIN COUNTY, LOVEJOY ISD, 043919, TRADITIONAL ISD/CSD,-999,-999,-999,-999,88,2.15,3934,96.14,4092
11, COOKE COUNTY, LINDSAY ISD, 049907, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,437,90.29,484
12, FALLS COUNTY, WESTPHALIA ISD, 073904, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,133,85.26,156
20, KARNES COUNTY, FALLS CITY ISD,128904, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,364,83.49,436
12, MCLENNAN COUNTY, CRAWFORD ISD,161901, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,492,82.14,599
13, TRAVIS COUNTY, UNIVERSITY OF TEXAS AT AUSTIN H S,227506, TRADITIONAL ISD/CSD,-999,-999,-999,-999,32,4.06,639,81.09,788
03, LAVACA COUNTY, SWEET HOME ISD,143905, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,120,81.08,148
14, TAYLOR COUNTY, JIM NED CISD,221911, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,1310,80.37,1630
16, CASTRO COUNTY, NAZARETH ISD, 035903, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,196,79.35,247
16, CARSON COUNTY, PANHANDLE ISD, 033902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,468,74.88,625
13, FAYETTE COUNTY, FAYETTEVILLE ISD, 075906, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,204,70.34,290
03, LAVACA COUNTY, SHINER ISD,143903, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,501,69.87,717
17, DAWSON COUNTY, KLONDIKE ISD, 058905, TRADITIONAL ISD/CSD,-999,-999,0,0,-999,-999,175,69.17,253
03, DEWITT COUNTY, MEYERSVILLE ISD, 062906, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,107,69.03,155
16, CARSON COUNTY, GROOM ISD, 033901, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,93,68.89,135
16, ROBERTS COUNTY, MIAMI ISD,197902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,135,68.18,198
04, LIBERTY COUNTY, DEVERS ISD,146903, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,126,68.11,185
09, WILBARGER COUNTY, NORTHSIDE ISD,244905, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,157,67.09,234
02, NUECES COUNTY, PORT ARANSAS ISD,178908, TRADITIONAL ISD/CSD,-999,-999,23,4.36,61,11.57,346,65.65,527
18, UPTON COUNTY, RANKIN ISD,231902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,188,63.73,295
16, HUTCHINSON COUNTY, PLEMONS-STINNETT-PHILLIPS CISD,117904, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,347,61.52,564
07, ANDERSON COUNTY, SLOCUM ISD, 001909, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,204,61.45,332
13, FAYETTE COUNTY, ROUND TOP-CARMINE ISD, 075908, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,143,59.58,240
11, SOMERVELL COUNTY, GLEN ROSE ISD,213901, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,1200,58.25,2060
11, COOKE COUNTY, SIVELLS BEND ISD, 049909, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,43,58.11,74
13, LEE COUNTY, LEXINGTON ISD,144902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,609,57.13,1066
15, RUNNELS COUNTY, MILES ISD,200902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,290,57.09,508
16, HUTCHINSON COUNTY, SPRING CREEK ISD,117907, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,47,56.63,83
20, UVALDE COUNTY, UTOPIA ISD,232904, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,110,54.73,201
03, LAVACA COUNTY, VYSEHRAD ISD,143904, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,47,53.41,88
15, BROWN COUNTY, BROOKESMITH ISD, 025908, TRADITIONAL ISD/CSD,-999,-999,21,12.14,18,10.4,92,53.18,173
07, UPSHUR COUNTY, UNION GROVE ISD,230908, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,390,52.92,737
14, MITCHELL COUNTY, WESTBROOK ISD,168903, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,128,52.24,245
09, WILBARGER COUNTY, HARROLD ISD,244901, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,79,51.97,152
09, MONTAGUE COUNTY, PRAIRIE VALLEY ISD,169909, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,66,51.97,127
03, VICTORIA COUNTY, NURSERY ISD,235904, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,71,51.82,137
18, TERRELL COUNTY, TERRELL COUNTY ISD,222901, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,60,51.28,117
07, ANDERSON COUNTY, NECHES ISD, 001906, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,166,50.92,326
06, LEON COUNTY, CENTERVILLE ISD,145902, TRADITIONAL ISD/CSD,-999,-999,26,3.89,0,0,338,50.6,668
10, ELLIS COUNTY, AVALON ISD, 070901, TRADITIONAL ISD/CSD,-999,-999,25,7.16,0,0,172,49.28,349
17, DICKENS COUNTY, SPUR ISD, 063903, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,101,49.27,205
03, LAVACA COUNTY, EZZELL ISD,143906, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,64,49.23,130
11, PALO PINTO COUNTY, GORDON ISD,182901, TRADITIONAL ISD/CSD,-999,-999,0,0,-999,-999,112,48.07,233
03, DEWITT COUNTY, WESTHOFF ISD, 062905, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,42,47.73,88
16, DONLEY COUNTY, CLARENDON ISD, 065901, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,197,47.24,417
09, MONTAGUE COUNTY, MONTAGUE ISD,169908, TRADITIONAL ISD/CSD,-999,-999,15,9.49,0,0,73,46.2,158
15, COKE COUNTY, BRONTE ISD, 041901, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,102,45.54,224
15, COKE COUNTY, ROBERT LEE ISD, 041902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,118,44.87,263
14, MITCHELL COUNTY, LORAINE ISD,168902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,58,43.61,133
18, UPTON COUNTY, MCCAMEY ISD,231901, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,207,41.57,498
12, MCLENNAN COUNTY, HALLSBURG ISD,161924, TRADITIONAL ISD/CSD,-999,-999,22,15.17,0,0,55,37.93,145
05, JEFFERSON COUNTY, SABINE PASS ISD,123913, TRADITIONAL ISD/CSD,-999,-999,20,5.59,0,0,130,36.31,358
12, FALLS COUNTY, ROSEBUD-LOTT ISD, 073905, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,271,35.85,756
05, LIBERTY COUNTY, HULL-DAISETTA ISD,146905, TRADITIONAL ISD/CSD,-999,-999,-999,-999,201,48.32,141,33.89,416
14, NOLAN COUNTY, ROSCOE COLLEGIATE ISD,177901, TRADITIONAL ISD/CSD,-999,-999,-999,-999,5424,64.38,2708,32.14,8425
15, BROWN COUNTY, BLANKET ISD, 025904, TRADITIONAL ISD/CSD,-999,-999,-999,-999,69,49.29,44,31.43,140
11, COOKE COUNTY, WALNUT BEND ISD, 049908, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,20,31.25,64
07, UPSHUR COUNTY, UNION HILL ISD,230904, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,82,29.71,276
18, BREWSTER COUNTY, TERLINGUA CSD, 022004, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,39,29.55,132
14, TAYLOR COUNTY, TRENT ISD,221905, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,43,29.45,146
17, DICKENS COUNTY, PATTON SPRINGS ISD, 063906, TRADITIONAL ISD/CSD,-999,-999,0,0,21,27.63,19,25,76
13, LEE COUNTY, DIME BOX ISD,144903, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,35,23.33,150
20, UVALDE COUNTY, SABINAL ISD,232902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,298,63.95,105,22.53,466
01, CAMERON COUNTY, LOS FRESNOS CISD, 031906, TRADITIONAL ISD/CSD,-999,-999,-999,-999,7559,71.68,2206,20.92,10546
16, DONLEY COUNTY, HEDLEY ISD, 065902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,21,20.79,101
03, KARNES COUNTY, RUNGE ISD,128903, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,33,16.84,196
03, VICTORIA COUNTY, BLOOMINGTON ISD,235901, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,129,14.24,906
01, STARR COUNTY, ROMA ISD,214903, TRADITIONAL ISD/CSD,-999,-999,0,0,-999,-999,774,13.05,5932
14, COMANCHE COUNTY, SIDNEY ISD, 047905, TRADITIONAL ISD/CSD,-999,-999,25,16.45,-999,-999,0,0,152
14, SHACKELFORD COUNTY, ALBANY ISD,209901, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,496
06, TRINITY COUNTY, APPLE SPRINGS ISD,228905, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,207
18, REEVES COUNTY, BALMORHEA ISD,195902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,-999,-999,145
20, BANDERA COUNTY, BANDERA ISD, 010902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,2338
10, COLLIN COUNTY, BLUE RIDGE ISD, 043917, TRADITIONAL ISD/CSD,-999,-999,84,8.16,0,0,-999,-999,1030
12, MILAM COUNTY, BUCKHOLTS ISD,166907, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,-999,-999,116
06, TRINITY COUNTY, CENTERVILLE ISD,228904, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,155
08, DELTA COUNTY, COOPER ISD, 060902, TRADITIONAL ISD/CSD,-999,-999,0,0,-999,-999,-999,-999,878
17, DAWSON COUNTY, DAWSON ISD, 058902, TRADITIONAL ISD/CSD,-999,-999,0,0,-999,-999,-999,-999,132
12, CORYELL COUNTY, EVANT ISD, 050901, TRADITIONAL ISD/CSD,-999,-999,27,13.24,29,14.22,-999,-999,204
07, SHELBY COUNTY, EXCELSIOR ISD,210906, TRADITIONAL ISD/CSD,-999,-999,0,0,-999,-999,-999,-999,77
08, DELTA COUNTY, FANNINDEL ISD, 060914, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,-999,-999,139
02, DUVAL COUNTY, FREER ISD, 066903, TRADITIONAL ISD/CSD,-999,-999,0,0,0,0,-999,-999,706
18, JEFF DAVIS COUNTY, FT DAVIS ISD,122901, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,-999,-999,263
06, MILAM COUNTY, GAUSE ISD,166902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,142
06, POLK COUNTY, GOODRICH ISD,187903, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,-999,-999,272
18, MARTIN COUNTY, GRADY ISD,156905, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,250
18, WARD COUNTY, GRANDFALLS-ROYALTY ISD,238904, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,-999,-999,138
14, COMANCHE COUNTY, GUSTINE ISD, 047903, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,129
14, JONES COUNTY, HAMLIN COLLEGIATE ISD,127903, TRADITIONAL ISD/CSD,-999,-999,0,0,-999,-999,-999,-999,399
16, CASTRO COUNTY, HART ISD, 035902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,212
14, NOLAN COUNTY, HIGHLAND ISD,177905, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,-999,-999,222
12, CORYELL COUNTY, JONESBORO ISD, 050909, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,319
20, REAL COUNTY, LEAKEY ISD,193902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,-999,-999,368
06, POLK COUNTY, LEGGETT ISD,187906, TRADITIONAL ISD/CSD,-999,-999,0,0,-999,-999,-999,-999,199
11, HOOD COUNTY, LIPAN ISD,111902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,447
15, MCCULLOCH COUNTY, LOHN ISD,160905, TRADITIONAL ISD/CSD,-999,-999,0,0,-999,-999,-999,-999,109
14, JONES COUNTY, LUEDERS-AVOCA ISD,127905, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,-999,-999,104
18, BREWSTER COUNTY, MARATHON ISD, 022902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,-999
18, PRESIDIO COUNTY, MARFA ISD,189901, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,223
20, BANDERA COUNTY, MEDINA ISD, 010901, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,-999,-999,239
16, HALL COUNTY, MEMPHIS ISD, 096904, TRADITIONAL ISD/CSD,-999,-999,-999,-999,163,40.75,-999,-999,400
18, WARD COUNTY, MONAHANS-WICKETT-PYOTE ISD,238902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,2200
14, SHACKELFORD COUNTY, MORAN ISD,209902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,121
11, ERATH COUNTY, MORGAN MILL ISD, 072910, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,-999,-999,122
12, MILLS COUNTY, MULLIN ISD,167902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,-999,-999,211
07, HENDERSON COUNTY, MURCHISON ISD,107908, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,170
13, GONZALES COUNTY, NIXON-SMILEY CISD, 089903, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,-999,-999,1011
15, EDWARDS COUNTY, NUECES CANYON CISD, 069902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,239
06, LEON COUNTY, OAKWOOD ISD,145907, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,221
15, RUNNELS COUNTY, OLFEN ISD,200906, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,142
14, HASKELL COUNTY, PAINT CREEK ISD,104907, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,-999,-999,104
11, PALO PINTO COUNTY, PALO PINTO ISD,182906, TRADITIONAL ISD/CSD,-999,-999,0,0,-999,-999,-999,-999,102
18, REEVES COUNTY, PECOS-BARSTOW-TOYAH ISD,195901, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,2882
18, PRESIDIO COUNTY, PRESIDIO ISD,189902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,-999,-999,1038
12, MILLS COUNTY, PRIDDY ISD,167904, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,118
02, DUVAL COUNTY, RAMIREZ CSD, 066005, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,-999,-999,22
03, COLORADO COUNTY, RICE CISD, 045903, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,1315
15, MCCULLOCH COUNTY, ROCHELLE ISD,160904, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,161
15, EDWARDS COUNTY, ROCKSPRINGS ISD, 069901, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,-999,-999,211
14, HASKELL COUNTY, RULE ISD,104903, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,130
01, STARR COUNTY, SAN ISIDRO ISD,214902, TRADITIONAL ISD/CSD,-999,-999,0,0,0,0,-999,-999,163
01, CAMERON COUNTY, SANTA MARIA ISD, 031913, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,540
18, MARTIN COUNTY, STANTON ISD,156902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,1040
11, PALO PINTO COUNTY, STRAWN ISD,182905, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,165
07, SHELBY COUNTY, TENAHA ISD,210904, TRADITIONAL ISD/CSD,-999,-999,61,13.29,122,26.58,-999,-999,459
09, THROCKMORTON COUNTY, THROCKMORTON COLLEGIATE ISD,224901, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,-999,-999,131
07, HENDERSON COUNTY, TRINIDAD ISD,107907, TRADITIONAL ISD/CSD,-999,-999,-999,-999,-999,-999,-999,-999,156
16, HALL COUNTY, TURKEY-QUITAQUE ISD, 096905, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,191
18, JEFF DAVIS COUNTY, VALENTINE ISD,122902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,24
13, GONZALES COUNTY, WAELDER ISD, 089905, TRADITIONAL ISD/CSD,-999,-999,0,0,-999,-999,-999,-999,297
03, COLORADO COUNTY, WEIMAR ISD, 045905, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,722
09, THROCKMORTON COUNTY, WOODSON ISD,224902, TRADITIONAL ISD/CSD,-999,-999,-999,-999,0,0,-999,-999,176
10, DENTON COUNTY, LEADERSHIP PREP SCHOOL, 061804, OPEN ENROLLMENT CHARTER,0,0,0,0,15,1.09,1364,98.91,1379
10, COLLIN COUNTY, IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS, 043801, OPEN ENROLLMENT CHARTER,0,0,0,0,28,1.95,1409,98.05,1437
11, TARRANT COUNTY, WESTLAKE ACADEMY CHARTER SCHOOL,220810, OPEN ENROLLMENT CHARTER,0,0,0,0,22,2.48,866,97.52,888
20, BEXAR COUNTY, BASIS TEXAS, 015834, OPEN ENROLLMENT CHARTER,0,0,0,0,212,3.38,6054,96.62,6266
11, DENTON COUNTY, TRIVIUM ACADEMY, 061805, OPEN ENROLLMENT CHARTER,0,0,0,0,24,3.63,637,96.37,661
11, TARRANT COUNTY, TEXAS SCHOOL OF THE ARTS,220814, OPEN ENROLLMENT CHARTER,0,0,0,0,28,8.41,305,91.59,333
13, TRAVIS COUNTY, CHAPARRAL STAR ACADEMY,227814, OPEN ENROLLMENT CHARTER,0,0,0,0,35,9.72,325,90.28,360
07, NACOGDOCHES COUNTY, STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL,174801, OPEN ENROLLMENT CHARTER,0,0,0,0,25,9.84,229,90.16,254
11, TARRANT COUNTY, FORT WORTH ACADEMY OF FINE ARTS,220809, OPEN ENROLLMENT CHARTER,0,0,0,0,82,12.54,572,87.46,654
12, BELL COUNTY, ORENDA CHARTER SCHOOL, 014804, OPEN ENROLLMENT CHARTER,0,0,0,0,246,12.79,1677,87.21,1923
10, DALLAS COUNTY, RICHLAND COLLEGIATE HIGH SCHOOL, 057840, OPEN ENROLLMENT CHARTER,0,0,0,0,37,13.45,238,86.55,275
06, MONTGOMERY COUNTY, THRIVE CENTER FOR SUCCESS,170802, OPEN ENROLLMENT CHARTER,0,0,0,0,18,14.17,109,85.83,127
06, WALKER COUNTY, SAM HOUSTON STATE UNIVERSITY CHARTER SCHOOL,236802, OPEN ENROLLMENT CHARTER,0,0,0,0,97,20.73,371,79.27,468
02, NUECES COUNTY, CORPUS CHRISTI MONTESSORI SCHOOL,178807, OPEN ENROLLMENT CHARTER,0,0,0,0,28,21.37,103,78.63,131
07, SMITH COUNTY, UT TYLER UNIVERSITY ACADEMY,212804, OPEN ENROLLMENT CHARTER,0,0,0,0,301,29.63,715,70.37,1016
07, PANOLA COUNTY, PANOLA CHARTER SCHOOL,183801, OPEN ENROLLMENT CHARTER,0,0,0,0,58,34.32,111,65.68,169
04, HARRIS COUNTY, COMQUEST ACADEMY,101842, OPEN ENROLLMENT CHARTER,0,0,0,0,20,39.22,31,60.78,51
04, HARRIS COUNTY, CALVIN NELMS CHARTER SCHOOLS,101837, OPEN ENROLLMENT CHARTER,0,0,0,0,136,41.98,188,58.02,324
13, TRAVIS COUNTY, UNIVERSITY OF TEXAS UNIVERSITY CHARTER SCHOOL,227806, OPEN ENROLLMENT CHARTER,0,0,0,0,259,50.88,250,49.12,509
10, DALLAS COUNTY, WINFREE ACADEMY CHARTER SCHOOLS, 057828, OPEN ENROLLMENT CHARTER,0,0,0,0,723,62.11,441,37.89,1164
04, HARRIS COUNTY, LEGACY SCHOOL OF SPORT SCIENCES,101874, OPEN ENROLLMENT CHARTER,0,0,0,0,353,72.48,134,27.52,487
17, LUBBOCK COUNTY, TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK,152803, OPEN ENROLLMENT CHARTER,0,0,0,0,143,83.63,28,16.37,171
20, COMAL COUNTY, TRINITY CHARTER SCHOOL, 046802, OPEN ENROLLMENT CHARTER,0,0,0,0,280,85.89,46,14.11,326
04, HARRIS COUNTY, HOUSTON HEIGHTS HIGH SCHOOL,101821, OPEN ENROLLMENT CHARTER,0,0,0,0,154,86.03,25,13.97,179
17, LUBBOCK COUNTY, RISE ACADEMY,152802, OPEN ENROLLMENT CHARTER,0,0,0,0,260,86.38,41,13.62,301
20, BEXAR COUNTY, POSITIVE SOLUTIONS CHARTER SCHOOL, 015814, OPEN ENROLLMENT CHARTER,0,0,0,0,70,86.42,11,13.58,81
01, WEBB COUNTY, TRIUMPH PUBLIC HIGH SCHOOLS-LAREDO,240801, OPEN ENROLLMENT CHARTER,0,0,0,0,228,88.37,30,11.63,258
20, BEXAR COUNTY, POR VIDA ACADEMY, 015801, OPEN ENROLLMENT CHARTER,0,0,0,0,182,88.78,23,11.22,205
01, HIDALGO COUNTY, TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY,108804, OPEN ENROLLMENT CHARTER,0,0,0,0,420,90.32,45,9.68,465
13, TRAVIS COUNTY, THE EXCEL CENTER (FOR ADULTS),227827, OPEN ENROLLMENT CHARTER,0,0,0,0,966,94.99,51,5.01,1017
07, GREGG COUNTY, EAST TEXAS CHARTER SCHOOLS, 092801, OPEN ENROLLMENT CHARTER,0,0,0,0,-999,-999,-999,-999,128
10, COLLIN COUNTY, LONE STAR LANGUAGE ACADEMY, 043802, OPEN ENROLLMENT CHARTER,0,0,0,0,-999,-999,-999,-999,234
02, NUECES COUNTY, SEASHORE CHARTER SCHOOLS,178808, OPEN ENROLLMENT CHARTER,0,0,0,0,-999,-999,-999,-999,410
