Region, County Name, District Name, District Number, Charter Status, Eligible For Free Meals Count, Eligible For Free Meals Percent, Eligible For Reduced-Price Meals Count, Eligible For Reduced-Price Meals Percent, Other Economically Disadvantaged Count, Other Economically Disadvantaged Percent, Not Economically Disadvantaged Count, Not Economically Disadvantaged Percent, Total Count
12, CORYELL COUNTY, GATESVILLE ISD, 050902, TRADITIONAL ISD/CSD,1244,46.16,178,6.6,27,1,1246,46.23,2695
10, ELLIS COUNTY, PALMER ISD, 070910, TRADITIONAL ISD/CSD,618,46.19,-999,-999,-999,-999,604,45.14,1338
12, NAVARRO COUNTY, MILDRED ISD,175910, TRADITIONAL ISD/CSD,387,46.24,57,6.81,0,0,393,46.95,837
07, VAN ZANDT COUNTY, GRAND SALINE ISD,234904, TRADITIONAL ISD/CSD,546,46.43,22,1.87,118,10.03,490,41.67,1176
15, SAN SABA COUNTY, RICHLAND SPRINGS ISD,206902, TRADITIONAL ISD/CSD,65,46.43,19,13.57,0,0,56,40,140
10, FANNIN COUNTY, BONHAM ISD, 074903, TRADITIONAL ISD/CSD,918,46.5,58,2.94,377,19.1,621,31.46,1974
05, TYLER COUNTY, CHESTER ISD,229906, TRADITIONAL ISD/CSD,87,46.52,21,11.23,0,0,79,42.25,187
08, LAMAR COUNTY, PRAIRILAND ISD,139912, TRADITIONAL ISD/CSD,521,46.56,-999,-999,-999,-999,503,44.95,1119
07, WOOD COUNTY, WINNSBORO ISD,250907, TRADITIONAL ISD/CSD,691,46.59,75,5.06,142,9.58,575,38.77,1483
07, HENDERSON COUNTY, LAPOYNOR ISD,107910, TRADITIONAL ISD/CSD,230,46.65,32,6.49,0,0,231,46.86,493
12, MCLENNAN COUNTY, MCGREGOR ISD,161909, TRADITIONAL ISD/CSD,715,46.67,57,3.72,77,5.03,683,44.58,1532
08, BOWIE COUNTY, SIMMS ISD, 019909, TRADITIONAL ISD/CSD,236,46.73,28,5.54,0,0,241,47.72,505
07, VAN ZANDT COUNTY, EDGEWOOD ISD,234903, TRADITIONAL ISD/CSD,491,46.76,78,7.43,0,0,481,45.81,1050
10, FANNIN COUNTY, SAVOY ISD, 074911, TRADITIONAL ISD/CSD,142,47.02,-999,-999,-999,-999,131,43.38,302
15, TOM GREEN COUNTY, TEXAS LEADERSHIP PUBLIC SCHOOLS,226801, OPEN ENROLLMENT CHARTER,1919,47.09,-999,-999,-999,-999,1767,43.36,4075
07, HARRISON COUNTY, HARLETON ISD,102905, TRADITIONAL ISD/CSD,342,47.3,-999,-999,-999,-999,340,47.03,723
16, HARTLEY COUNTY, HARTLEY ISD,103902, TRADITIONAL ISD/CSD,115,47.33,29,11.93,0,0,99,40.74,243
06, ROBERTSON COUNTY, BREMOND ISD,198901, TRADITIONAL ISD/CSD,239,47.42,41,8.13,0,0,224,44.44,504
13, WILLIAMSON COUNTY, GRANGER ISD,246905, TRADITIONAL ISD/CSD,267,47.59,49,8.73,0,0,245,43.67,561
03, JACKSON COUNTY, EDNA ISD,120901, TRADITIONAL ISD/CSD,750,47.59,65,4.12,168,10.66,593,37.63,1576
13, TRAVIS COUNTY, UNIVERSITY OF TEXAS ELEMENTARY CHARTER SCHOOL,227819, OPEN ENROLLMENT CHARTER,139,47.6,35,11.99,0,0,118,40.41,292
20, ATASCOSA COUNTY, JOURDANTON ISD, 007902, TRADITIONAL ISD/CSD,756,47.61,-999,-999,-999,-999,725,45.65,1588
10, HUNT COUNTY, BOLES ISD,116916, TRADITIONAL ISD/CSD,263,47.64,-999,-999,-999,-999,252,45.65,552
17, COCHRAN COUNTY, WHITEFACE CISD, 040902, TRADITIONAL ISD/CSD,155,47.69,-999,-999,-999,-999,125,38.46,325
10, COLLIN COUNTY, COMMUNITY ISD, 043918, TRADITIONAL ISD/CSD,2208,47.71,-999,-999,-999,-999,2038,44.04,4628
07, HENDERSON COUNTY, BROWNSBORO ISD,107902, TRADITIONAL ISD/CSD,1237,47.72,187,7.21,82,3.16,1086,41.9,2592
01, HIDALGO COUNTY, SHARYLAND ISD,108911, TRADITIONAL ISD/CSD,4655,47.78,582,5.97,1273,13.07,3232,33.18,9742
08, RED RIVER COUNTY, AVERY ISD,194902, TRADITIONAL ISD/CSD,153,47.81,31,9.69,0,0,136,42.5,320
20, BEXAR COUNTY, NEW FRONTIERS PUBLIC SCHOOLS INC, 015805, OPEN ENROLLMENT CHARTER,152,47.95,23,7.26,28,8.83,114,35.96,317
12, HILL COUNTY, BLUM ISD,109913, TRADITIONAL ISD/CSD,159,48.04,17,5.14,0,0,155,46.83,331
15, CONCHO COUNTY, PAINT ROCK ISD, 048903, TRADITIONAL ISD/CSD,111,48.05,-999,-999,-999,-999,-999,-999,231
04, HARRIS COUNTY, HARMONY PUBLIC SCHOOLS - HOUSTON SOUTH,101846, OPEN ENROLLMENT CHARTER,1754,48.11,122,3.35,1207,33.1,563,15.44,3646
07, VAN ZANDT COUNTY, VAN ISD,234906, TRADITIONAL ISD/CSD,1131,48.11,134,5.7,155,6.59,931,39.6,2351
12, BOSQUE COUNTY, IREDELL ISD, 018906, TRADITIONAL ISD/CSD,65,48.15,-999,-999,-999,-999,44,32.59,135
20, BEXAR COUNTY, INSPIRE ACADEMIES, 015808, OPEN ENROLLMENT CHARTER,391,48.21,44,5.43,0,0,376,46.36,811
03, MATAGORDA COUNTY, VAN VLECK ISD,158906, TRADITIONAL ISD/CSD,507,48.24,-999,-999,-999,-999,452,43.01,1051
08, HOPKINS COUNTY, SULPHUR SPRINGS ISD,112901, TRADITIONAL ISD/CSD,2107,48.28,156,3.57,485,11.11,1616,37.03,4364
03, JACKSON COUNTY, GANADO ISD,120902, TRADITIONAL ISD/CSD,337,48.42,68,9.77,0,0,291,41.81,696
04, BRAZORIA COUNTY, ALVIN ISD, 020901, TRADITIONAL ISD/CSD,14410,48.45,1614,5.43,116,0.39,13600,45.73,29740
13, BASTROP COUNTY, SMITHVILLE ISD, 011904, TRADITIONAL ISD/CSD,889,48.47,-999,-999,-999,-999,844,46.02,1834
07, UPSHUR COUNTY, HARMONY ISD,230905, TRADITIONAL ISD/CSD,476,48.52,65,6.63,0,0,440,44.85,981
02, KLEBERG COUNTY, RICARDO ISD,137902, TRADITIONAL ISD/CSD,319,48.55,0,0,32,4.87,306,46.58,657
08, FRANKLIN COUNTY, MOUNT VERNON ISD, 080901, TRADITIONAL ISD/CSD,759,48.56,50,3.2,191,12.22,563,36.02,1563
01, WILLACY COUNTY, SAN PERLITA ISD,245904, TRADITIONAL ISD/CSD,103,48.58,-999,-999,-999,-999,92,43.4,212
04, HARRIS COUNTY, STEP CHARTER SCHOOL,101859, OPEN ENROLLMENT CHARTER,291,48.66,0,0,240,40.13,67,11.2,598
09, KNOX COUNTY, MUNDAY CISD,138903, TRADITIONAL ISD/CSD,200,48.66,20,4.87,37,9,154,37.47,411
01, HIDALGO COUNTY, WESLACO ISD,108913, TRADITIONAL ISD/CSD,8002,48.7,437,2.66,5018,30.54,2973,18.09,16430
20, BEXAR COUNTY, EAST CENTRAL ISD, 015911, TRADITIONAL ISD/CSD,5454,48.8,372,3.33,2052,18.36,3298,29.51,11176
07, ANGELINA COUNTY, HUDSON ISD, 003902, TRADITIONAL ISD/CSD,1338,48.81,-999,-999,-999,-999,1254,45.75,2741
03, DEWITT COUNTY, CUERO ISD, 062901, TRADITIONAL ISD/CSD,930,48.82,48,2.52,147,7.72,780,40.94,1905
10, DALLAS COUNTY, GARLAND ISD, 057909, TRADITIONAL ISD/CSD,25227,48.83,2758,5.34,8168,15.81,15506,30.02,51659
06, LEON COUNTY, NORMANGEE ISD,145906, TRADITIONAL ISD/CSD,317,48.84,31,4.78,0,0,-999,-999,649
06, HOUSTON COUNTY, LATEXO ISD,113905, TRADITIONAL ISD/CSD,243,48.89,34,6.84,0,0,220,44.27,497
09, MONTAGUE COUNTY, FORESTBURG ISD,169910, TRADITIONAL ISD/CSD,90,48.91,-999,-999,-999,-999,89,48.37,184
19, EL PASO COUNTY, SOCORRO ISD, 071909, TRADITIONAL ISD/CSD,23135,48.91,4555,9.63,7135,15.08,12479,26.38,47304
04, HARRIS COUNTY, KLEIN ISD,101915, TRADITIONAL ISD/CSD,25980,48.93,3011,5.67,133,0.25,23969,45.15,53093
15, COLEMAN COUNTY, COLEMAN ISD, 042901, TRADITIONAL ISD/CSD,389,48.99,16,2.02,0,0,389,48.99,794
07, ANDERSON COUNTY, FRANKSTON ISD, 001904, TRADITIONAL ISD/CSD,393,49,-999,-999,-999,-999,382,47.63,802
09, JACK COUNTY, BRYSON ISD,119901, TRADITIONAL ISD/CSD,123,49,0,0,14,5.58,114,45.42,251
08, FANNIN COUNTY, HONEY GROVE ISD, 074907, TRADITIONAL ISD/CSD,303,49.03,-999,-999,-999,-999,249,40.29,618
18, ECTOR COUNTY, ECTOR COUNTY ISD, 068901, TRADITIONAL ISD/CSD,16391,49.04,837,2.5,6918,20.7,9280,27.76,33426
05, JASPER COUNTY, BROOKELAND ISD,121902, TRADITIONAL ISD/CSD,182,49.06,18,4.85,0,0,171,46.09,371
20, KINNEY COUNTY, BRACKETT ISD,136901, TRADITIONAL ISD/CSD,261,49.06,-999,-999,-999,-999,193,36.28,532
02, SAN PATRICIO COUNTY, ODEM-EDROY ISD,205905, TRADITIONAL ISD/CSD,448,49.07,29,3.18,122,13.36,314,34.39,913
13, HAYS COUNTY, DORAL ACADEMY OF TEXAS,105804, OPEN ENROLLMENT CHARTER,170,49.13,-999,-999,-999,-999,142,41.04,346
08, BOWIE COUNTY, DEKALB ISD, 019901, TRADITIONAL ISD/CSD,443,49.17,0,0,146,16.2,312,34.63,901
12, BOSQUE COUNTY, CRANFILLS GAP ISD, 018908, TRADITIONAL ISD/CSD,63,49.22,0,0,26,20.31,39,30.47,128
07, WOOD COUNTY, HAWKINS ISD,250902, TRADITIONAL ISD/CSD,390,49.24,0,0,108,13.64,294,37.12,792
05, NEWTON COUNTY, DEWEYVILLE ISD,176903, TRADITIONAL ISD/CSD,265,49.26,-999,-999,-999,-999,220,40.89,538
02, NUECES COUNTY, CALALLEN ISD,178903, TRADITIONAL ISD/CSD,1912,49.32,-999,-999,-999,-999,1760,45.4,3877
11, JOHNSON COUNTY, RIO VISTA ISD,126907, TRADITIONAL ISD/CSD,477,49.33,84,8.69,0,0,406,41.99,967
07, WOOD COUNTY, QUITMAN ISD,250904, TRADITIONAL ISD/CSD,597,49.34,40,3.31,118,9.75,455,37.6,1210
06, MADISON COUNTY, MADISONVILLE CISD,154901, TRADITIONAL ISD/CSD,1181,49.37,71,2.97,471,19.69,669,27.97,2392
09, JACK COUNTY, PERRIN-WHITT CISD,119903, TRADITIONAL ISD/CSD,159,49.38,20,6.21,0,0,143,44.41,322
08, HOPKINS COUNTY, SALTILLO ISD,112909, TRADITIONAL ISD/CSD,125,49.41,-999,-999,-999,-999,106,41.9,253
07, NACOGDOCHES COUNTY, GARRISON ISD,174903, TRADITIONAL ISD/CSD,381,49.42,54,7,0,0,336,43.58,771
17, LAMB COUNTY, SPRINGLAKE-EARTH ISD,140907, TRADITIONAL ISD/CSD,131,49.43,-999,-999,-999,-999,-999,-999,265
14, CALLAHAN COUNTY, CROSS PLAINS ISD, 030901, TRADITIONAL ISD/CSD,180,49.45,11,3.02,45,12.36,128,35.16,364
16, OLDHAM COUNTY, ADRIAN ISD,180903, TRADITIONAL ISD/CSD,58,49.57,20,17.09,0,0,39,33.33,117
07, WOOD COUNTY, MINEOLA ISD,250903, TRADITIONAL ISD/CSD,824,49.58,46,2.77,262,15.76,530,31.89,1662
13, LEE COUNTY, GIDDINGS ISD,144901, TRADITIONAL ISD/CSD,939,49.6,-999,-999,-999,-999,784,41.42,1893
07, ANGELINA COUNTY, PINEYWOODS COMMUNITY ACADEMY, 003801, OPEN ENROLLMENT CHARTER,507,49.61,100,9.78,0,0,415,40.61,1022
19, EL PASO COUNTY, BURNHAM WOOD CHARTER SCHOOL DISTRICT, 071801, OPEN ENROLLMENT CHARTER,823,49.61,100,6.03,181,10.91,555,33.45,1659
04, HARRIS COUNTY, CYPRESS-FAIRBANKS ISD,101907, TRADITIONAL ISD/CSD,58772,49.61,7796,6.58,4521,3.82,47381,39.99,118470
10, GRAYSON COUNTY, SHERMAN ISD, 091906, TRADITIONAL ISD/CSD,3892,49.62,366,4.67,1517,19.34,2068,26.37,7843
20, KERR COUNTY, KERRVILLE ISD,133903, TRADITIONAL ISD/CSD,2328,49.65,363,7.74,13,0.28,1985,42.33,4689
09, YOUNG COUNTY, GRAHAM ISD,252901, TRADITIONAL ISD/CSD,1084,49.66,154,7.05,71,3.25,874,40.04,2183
01, CAMERON COUNTY, SOUTH TEXAS ISD, 031916, TRADITIONAL ISD/CSD,2250,49.66,-999,-999,-999,-999,1779,39.26,4531
10, GRAYSON COUNTY, DENISON ISD, 091903, TRADITIONAL ISD/CSD,2453,49.66,251,5.08,636,12.87,1600,32.39,4940
03, MATAGORDA COUNTY, PALACIOS ISD,158905, TRADITIONAL ISD/CSD,630,49.76,58,4.58,310,24.49,268,21.17,1266
07, ANGELINA COUNTY, HUNTINGTON ISD, 003904, TRADITIONAL ISD/CSD,793,49.87,-999,-999,-999,-999,675,42.45,1590
17, GAINES COUNTY, SEMINOLE ISD, 083903, TRADITIONAL ISD/CSD,1492,49.97,270,9.04,22,0.74,1202,40.25,2986
09, CLAY COUNTY, PETROLIA CISD, 039903, TRADITIONAL ISD/CSD,238,50,44,9.24,0,0,194,40.76,476
16, SHERMAN COUNTY, STRATFORD ISD,211902, TRADITIONAL ISD/CSD,267,50,65,12.17,0,0,202,37.83,534
18, MIDLAND COUNTY, MIDLAND ISD,165901, TRADITIONAL ISD/CSD,14379,50.01,1913,6.65,291,1.01,12169,42.32,28752
05, LIBERTY COUNTY, LIBERTY ISD,146906, TRADITIONAL ISD/CSD,1213,50.04,66,2.72,204,8.42,941,38.82,2424
13, BURNET COUNTY, MARBLE FALLS ISD, 027904, TRADITIONAL ISD/CSD,2026,50.05,96,2.37,698,17.24,1228,30.34,4048
16, PARMER COUNTY, FARWELL ISD,185902, TRADITIONAL ISD/CSD,303,50.08,67,11.07,0,0,235,38.84,605
20, BEXAR COUNTY, SCHOOL OF SCIENCE AND TECHNOLOGY, 015827, OPEN ENROLLMENT CHARTER,2531,50.09,-999,-999,-999,-999,2071,40.99,5053
07, CHEROKEE COUNTY, ALTO ISD, 037901, TRADITIONAL ISD/CSD,253,50.2,57,11.31,60,11.9,134,26.59,504
17, LYNN COUNTY, TAHOKA ISD,153904, TRADITIONAL ISD/CSD,291,50.26,0,0,56,9.67,232,40.07,579
12, FREESTONE COUNTY, DEW ISD, 081906, TRADITIONAL ISD/CSD,91,50.28,-999,-999,-999,-999,74,40.88,181
02, DUVAL COUNTY, BENAVIDES ISD, 066901, TRADITIONAL ISD/CSD,224,50.34,-999,-999,-999,-999,117,26.29,445
13, BASTROP COUNTY, BASTROP ISD, 011901, TRADITIONAL ISD/CSD,6551,50.35,456,3.5,2178,16.74,3825,29.4,13010
07, SMITH COUNTY, ARP ISD,212901, TRADITIONAL ISD/CSD,505,50.4,62,6.19,0,0,435,43.41,1002
13, HAYS COUNTY, SAN MARCOS CISD,105902, TRADITIONAL ISD/CSD,4190,50.42,253,3.04,1967,23.67,1901,22.87,8311
15, RUNNELS COUNTY, WINTERS ISD,200904, TRADITIONAL ISD/CSD,272,50.46,0,0,76,14.1,-999,-999,539
07, HENDERSON COUNTY, CROSS ROADS ISD,107904, TRADITIONAL ISD/CSD,284,50.53,-999,-999,-999,-999,261,46.44,562
08, RED RIVER COUNTY, RIVERCREST ISD,194903, TRADITIONAL ISD/CSD,359,50.63,59,8.32,136,19.18,155,21.86,709
10, HUNT COUNTY, CELESTE ISD,116902, TRADITIONAL ISD/CSD,266,50.76,41,7.82,0,0,217,41.41,524
12, BELL COUNTY, PRIORITY CHARTER SCHOOLS, 014803, OPEN ENROLLMENT CHARTER,247,50.82,15,3.09,57,11.73,167,34.36,486
05, ORANGE COUNTY, VIDOR ISD,181907, TRADITIONAL ISD/CSD,2191,50.82,94,2.18,403,9.35,1623,37.65,4311
12, FREESTONE COUNTY, TEAGUE ISD, 081904, TRADITIONAL ISD/CSD,636,50.84,43,3.44,139,11.11,433,34.61,1251
07, ANDERSON COUNTY, ELKHART ISD, 001903, TRADITIONAL ISD/CSD,609,50.88,-999,-999,-999,-999,499,41.69,1197
14, JONES COUNTY, ANSON ISD,127901, TRADITIONAL ISD/CSD,373,50.89,19,2.59,57,7.78,284,38.74,733
16, COLLINGSWORTH COUNTY, WELLINGTON ISD, 044902, TRADITIONAL ISD/CSD,277,50.92,42,7.72,0,0,225,41.36,544
12, HILL COUNTY, MOUNT CALM ISD,109910, TRADITIONAL ISD/CSD,81,50.94,10,6.29,20,12.58,48,30.19,159
12, BELL COUNTY, TEMPLE ISD, 014909, TRADITIONAL ISD/CSD,4479,50.99,257,2.93,1854,21.11,2194,24.98,8784
15, SCHLEICHER COUNTY, SCHLEICHER ISD,207901, TRADITIONAL ISD/CSD,230,51,27,5.99,0,0,194,43.02,451
19, EL PASO COUNTY, CANUTILLO ISD, 071907, TRADITIONAL ISD/CSD,3011,51,866,14.67,0,0,2027,34.33,5904
12, CORYELL COUNTY, COPPERAS COVE ISD, 050910, TRADITIONAL ISD/CSD,4060,51.01,814,10.23,-999,-999,3067,38.53,7959
07, ANGELINA COUNTY, CENTRAL ISD, 003907, TRADITIONAL ISD/CSD,778,51.02,33,2.16,124,8.13,590,38.69,1525
09, WICHITA COUNTY, CITY VIEW ISD,243906, TRADITIONAL ISD/CSD,597,51.03,-999,-999,-999,-999,-999,-999,1170
11, WISE COUNTY, BRIDGEPORT ISD,249903, TRADITIONAL ISD/CSD,1082,51.06,177,8.35,28,1.32,832,39.26,2119
16, DALLAM COUNTY, TEXLINE ISD, 056902, TRADITIONAL ISD/CSD,111,51.15,32,14.75,0,0,74,34.1,217
10, COLLIN COUNTY, PRINCETON ISD, 043911, TRADITIONAL ISD/CSD,4445,51.16,725,8.34,18,0.21,3500,40.29,8688
10, KAUFMAN COUNTY, KAUFMAN ISD,129903, TRADITIONAL ISD/CSD,2241,51.19,162,3.7,697,15.92,1278,29.19,4378
05, TYLER COUNTY, COLMESNEIL ISD,229901, TRADITIONAL ISD/CSD,206,51.37,-999,-999,-999,-999,121,30.17,401
14, CALLAHAN COUNTY, BAIRD ISD, 030903, TRADITIONAL ISD/CSD,184,51.4,-999,-999,-999,-999,115,32.12,358
11, WISE COUNTY, CHICO ISD,249904, TRADITIONAL ISD/CSD,287,51.43,41,7.35,0,0,230,41.22,558
07, WOOD COUNTY, YANTIS ISD,250905, TRADITIONAL ISD/CSD,179,51.44,-999,-999,-999,-999,110,31.61,348
12, HILL COUNTY, COVINGTON ISD,109903, TRADITIONAL ISD/CSD,172,51.5,17,5.09,0,0,145,43.41,334
11, JOHNSON COUNTY, KEENE ISD,126906, TRADITIONAL ISD/CSD,565,51.5,47,4.28,106,9.66,379,34.55,1097
16, HANSFORD COUNTY, SPEARMAN ISD, 098904, TRADITIONAL ISD/CSD,373,51.52,60,8.29,0,0,291,40.19,724
15, SAN SABA COUNTY, CHEROKEE ISD,206903, TRADITIONAL ISD/CSD,67,51.54,12,9.23,0,0,51,39.23,130
15, MCCULLOCH COUNTY, BRADY ISD,160901, TRADITIONAL ISD/CSD,502,51.7,-999,-999,-999,-999,298,30.69,971
16, CHILDRESS COUNTY, CHILDRESS ISD, 038901, TRADITIONAL ISD/CSD,505,51.74,72,7.38,0,0,399,40.88,976
12, BELL COUNTY, KILLEEN ISD, 014906, TRADITIONAL ISD/CSD,22706,51.76,3359,7.66,2865,6.53,14934,34.05,43864
15, KIMBLE COUNTY, JUNCTION ISD,134901, TRADITIONAL ISD/CSD,305,51.78,25,4.24,50,8.49,209,35.48,589
10, VAN ZANDT COUNTY, WILLS POINT ISD,234907, TRADITIONAL ISD/CSD,1483,51.8,75,2.62,413,14.43,892,31.16,2863
10, DALLAS COUNTY, IRVING ISD, 057912, TRADITIONAL ISD/CSD,16308,51.8,1307,4.15,8855,28.12,5015,15.93,31485
11, TARRANT COUNTY, ARLINGTON ISD,220901, TRADITIONAL ISD/CSD,28384,51.84,3499,6.39,10115,18.47,12752,23.29,54750
12, NAVARRO COUNTY, RICE ISD,175911, TRADITIONAL ISD/CSD,557,52.01,48,4.48,233,21.76,233,21.76,1071
20, MEDINA COUNTY, DEVINE ISD,163901, TRADITIONAL ISD/CSD,1032,52.02,-999,-999,-999,-999,820,41.33,1984
10, DALLAS COUNTY, CEDAR HILL ISD, 057904, TRADITIONAL ISD/CSD,3299,52.07,568,8.96,435,6.87,2034,32.1,6336
04, BRAZORIA COUNTY, SWEENY ISD, 020906, TRADITIONAL ISD/CSD,1007,52.1,55,2.85,34,1.76,837,43.3,1933
16, HANSFORD COUNTY, PRINGLE-MORSE CISD, 098903, TRADITIONAL ISD/CSD,62,52.1,20,16.81,0,0,37,31.09,119
17, HALE COUNTY, PETERSBURG ISD, 095904, TRADITIONAL ISD/CSD,143,52.19,18,6.57,52,18.98,61,22.26,274
05, GALVESTON COUNTY, HIGH ISLAND ISD, 084903, TRADITIONAL ISD/CSD,83,52.2,12,7.55,0,0,64,40.25,159
04, HARRIS COUNTY, HARMONY PUBLIC SCHOOLS - HOUSTON WEST,101862, OPEN ENROLLMENT CHARTER,3041,52.22,461,7.92,0,0,2321,39.86,5823
12, NAVARRO COUNTY, FROST ISD,175905, TRADITIONAL ISD/CSD,247,52.22,-999,-999,-999,-999,193,40.8,473
07, HARRISON COUNTY, WASKOM ISD,102903, TRADITIONAL ISD/CSD,427,52.26,-999,-999,-999,-999,263,32.19,817
05, CHAMBERS COUNTY, EAST CHAMBERS ISD, 036903, TRADITIONAL ISD/CSD,817,52.27,15,0.96,49,3.13,682,43.63,1563
08, CASS COUNTY, QUEEN CITY ISD, 034907, TRADITIONAL ISD/CSD,484,52.27,28,3.02,79,8.53,335,36.18,926
12, NAVARRO COUNTY, BLOOMING GROVE ISD,175902, TRADITIONAL ISD/CSD,500,52.3,-999,-999,-999,-999,391,40.9,956
11, TARRANT COUNTY, CHAPEL HILL ACADEMY,220815, OPEN ENROLLMENT CHARTER,280,52.34,-999,-999,-999,-999,134,25.05,535
11, COOKE COUNTY, GAINESVILLE ISD, 049901, TRADITIONAL ISD/CSD,1617,52.36,128,4.15,486,15.74,857,27.75,3088
04, FORT BEND COUNTY, STAFFORD MSD, 079910, TRADITIONAL ISD/CSD,1822,52.37,-999,-999,-999,-999,835,24,3479
09, MONTAGUE COUNTY, NOCONA ISD,169902, TRADITIONAL ISD/CSD,394,52.39,-999,-999,-999,-999,297,39.49,752
07, SHELBY COUNTY, JOAQUIN ISD,210902, TRADITIONAL ISD/CSD,373,52.39,-999,-999,-999,-999,280,39.33,712
07, RUSK COUNTY, HENDERSON ISD,201902, TRADITIONAL ISD/CSD,1725,52.4,129,3.92,463,14.06,975,29.62,3292
17, LYNN COUNTY, O'DONNELL ISD,153903, TRADITIONAL ISD/CSD,142,52.4,16,5.9,34,12.55,79,29.15,271
09, WILBARGER COUNTY, VERNON ISD,244903, TRADITIONAL ISD/CSD,927,52.4,-999,-999,-999,-999,443,25.04,1769
16, POTTER COUNTY, HIGHLAND PARK ISD,188903, TRADITIONAL ISD/CSD,413,52.41,63,7.99,0,0,312,39.59,788
07, CHEROKEE COUNTY, RUSK ISD, 037907, TRADITIONAL ISD/CSD,1078,52.41,58,2.82,278,13.51,643,31.26,2057
12, HILL COUNTY, HILLSBORO ISD,109904, TRADITIONAL ISD/CSD,1011,52.41,75,3.89,324,16.8,519,26.91,1929
12, MCLENNAN COUNTY, MART ISD,161908, TRADITIONAL ISD/CSD,318,52.48,17,2.81,109,17.99,162,26.73,606
03, WHARTON COUNTY, BOLING ISD,241901, TRADITIONAL ISD/CSD,601,52.49,80,6.99,0,0,464,40.52,1145
11, TARRANT COUNTY, KENNEDALE ISD,220914, TRADITIONAL ISD/CSD,1485,52.53,-999,-999,-999,-999,1163,41.14,2827
19, HUDSPETH COUNTY, SIERRA BLANCA ISD,115902, TRADITIONAL ISD/CSD,52,52.53,-999,-999,-999,-999,-999,-999,99
12, MCLENNAN COUNTY, HARMONY PUBLIC SCHOOLS - NORTH TEXAS,161807, OPEN ENROLLMENT CHARTER,5401,52.58,685,6.67,876,8.53,3310,32.22,10272
08, HOPKINS COUNTY, COMO-PICKTON CISD,112908, TRADITIONAL ISD/CSD,398,52.65,72,9.52,0,0,286,37.83,756
10, FANNIN COUNTY, LEONARD ISD, 074909, TRADITIONAL ISD/CSD,429,52.7,73,8.97,0,0,312,38.33,814
07, PANOLA COUNTY, CARTHAGE ISD,183902, TRADITIONAL ISD/CSD,1371,52.77,122,4.7,0,0,1105,42.53,2598
10, KAUFMAN COUNTY, CRANDALL ISD,129901, TRADITIONAL ISD/CSD,3402,52.8,-999,-999,-999,-999,2331,36.18,6443
06, HOUSTON COUNTY, GRAPELAND ISD,113902, TRADITIONAL ISD/CSD,316,52.84,0,0,42,7.02,240,40.13,598
11, TARRANT COUNTY, HURST-EULESS-BEDFORD ISD,220916, TRADITIONAL ISD/CSD,12273,52.84,1822,7.84,16,0.07,9115,39.24,23226
14, COMANCHE COUNTY, DE LEON ISD, 047902, TRADITIONAL ISD/CSD,351,52.86,49,7.38,0,0,-999,-999,664
08, BOWIE COUNTY, HOOKS ISD, 019902, TRADITIONAL ISD/CSD,471,52.92,-999,-999,-999,-999,364,40.9,890
19, EL PASO COUNTY, ANTHONY ISD, 071906, TRADITIONAL ISD/CSD,398,52.93,28,3.72,173,23.01,153,20.35,752
11, TARRANT COUNTY, FORT WORTH ISD,220905, TRADITIONAL ISD/CSD,37614,52.93,2681,3.77,18252,25.69,12513,17.61,71060
04, CHAMBERS COUNTY, ANAHUAC ISD, 036901, TRADITIONAL ISD/CSD,819,52.94,120,7.76,0,0,608,39.3,1547
04, HARRIS COUNTY, GEORGE I SANCHEZ CHARTER,101804, OPEN ENROLLMENT CHARTER,596,52.98,29,2.58,427,37.96,73,6.49,1125
04, HARRIS COUNTY, LA PORTE ISD,101916, TRADITIONAL ISD/CSD,3776,53.07,359,5.05,11,0.15,2969,41.73,7115
13, WILLIAMSON COUNTY, JARRELL ISD,246907, TRADITIONAL ISD/CSD,1972,53.11,-999,-999,-999,-999,1327,35.74,3713
16, GRAY COUNTY, LEFORS ISD, 090902, TRADITIONAL ISD/CSD,100,53.19,-999,-999,-999,-999,77,40.96,188
11, PALO PINTO COUNTY, MINERAL WELLS ISD,182903, TRADITIONAL ISD/CSD,1767,53.21,140,4.22,641,19.3,773,23.28,3321
11, TARRANT COUNTY, WHITE SETTLEMENT ISD,220920, TRADITIONAL ISD/CSD,3670,53.23,-999,-999,-999,-999,2489,36.1,6895
14, COMANCHE COUNTY, COMANCHE ISD, 047901, TRADITIONAL ISD/CSD,727,53.3,-999,-999,-999,-999,531,38.93,1364
04, BRAZORIA COUNTY, BRAZOSPORT ISD, 020905, TRADITIONAL ISD/CSD,6066,53.41,261,2.3,1321,11.63,3709,32.66,11357
06, POLK COUNTY, CORRIGAN-CAMDEN ISD,187904, TRADITIONAL ISD/CSD,447,53.47,-999,-999,107,12.8,258,30.86,836
08, BOWIE COUNTY, MAUD ISD, 019903, TRADITIONAL ISD/CSD,244,53.51,27,5.92,0,0,185,40.57,456
07, SABINE COUNTY, WEST SABINE ISD,202905, TRADITIONAL ISD/CSD,331,53.56,14,2.27,102,16.5,171,27.67,618
04, LIBERTY COUNTY, CLEVELAND ISD,146901, TRADITIONAL ISD/CSD,6416,53.6,338,2.82,4536,37.89,680,5.68,11970
